polygon_id,desc_terrain,favor_influences,detr_influences,pct_improved,desirability,occupation,fam_income,pct_foreign,predom_eth,black,pct_black,infiltration,relief_fam,pop_inc,pop_dec,pop_static,predom_build_pct,other1_pct,other2_pct,predom_build_type,other1_type,other2_type,predom_build_constr,other1_constr,other2_constr,predom_build_age,other1_age,other2_age,predom_build_repair,other1_repair,other2_repair,predom_build_pctocc,other1_pctocc,other2_pctocc,predom_build_pctown,other1_pctown,other2_pctown,predom_build_constrpastyr,other1_constrpastyr,other2_constrpastyr,predom_build_1929price,other1_1929price,other2_1929price,price2,predom_build_price2,predom_build_price2pct,other1_price2,other1_price2pct,other2_price2,other2_price2pct,price3,predom_build_price3,predom_build_price3pct,other1_price3,other1_price3pct,other2_price3,other2_price3pct,predom_build_salesdemandlim,other1_demandlim,other2_demandlim,predom_build_salesact,other1_salesact,other2_salesact,predom_build_1929rent,other1_1929rent,other2_1929rent,rent2,predom_build_rent2,predom_build_rent2pct,other1_rent2,other1_rent2pct,other2_rent2,other2_rent2pct,rent3,predom_build_rent3,predom_build_rent3pct,other1_rent3,other1_rent3pct,other2_rent3,other2_rent3pct,predom_build_rentdemandlim,other1_rentdemandlim,other2_rentdemandlim,predom_build_rentact,other1_rentact,other2_rentact,homebuy,homebuild,notes,name,sec_grade,area_num
4859,Level with slight undulation.,"Well improved streets. Harmonious developments and population. Schools, church and trading center conveniently available. Good bus service to Tacoma city center. Proximity to Fircrest Golf Course.",Isolation and small percent of development.,20,Possibly Upward,Various,1200 to $2400,few,American Born,None,,Remote,Many,slowly,----,----,95,5,,5 to 7 room,various,,frame,,,20,,,fair to good,,,96,,,80,,,1 (4 in group now under construction),,,2000 to $3500,,,1933,1000 to 1750,50,,,,,1937,1500 to $3000,80,,,,,2000 fair,,,fair,,,15 to $30,,,1933,5 to $15,50,,,,,1937,15 to $25,85,,,,,20 good,,,fair,,,None,None,"This area covers the town of Fircrest, which is a separate municipality. It was planted in 1907 by Major Bowles of current radio fame, as an exclusive residential community, and at that time the streets were paved and amenities installed. The 1907 panic upset his plans, and the promotion was never consummated. Residences constructed before the collapse of the enterprise would have the claim to an 'A' grade area, but a majority of the original owners were forced to dispose of their properties to sacrifice prices. Under current conditions, the area is difficult to grade, but has been accorded 'Low Yellow' grade on account of its record. the debt of the municipality is said to be heavy owing to the sparse settlement, This probably also accounts for the fact that water rates are higher than in Tacoma. Lot values run from $3.00 to $8.00 per front foot.",(Fircrest),C,10
4860,Side area sloping toward West without severe grades.,"Grade school, community church, direct bus service and trade center conveniently available. Good soil, marine view, and community water system.",Somewhat isolated and sparsely settled.,40,upward,Wage earners and Sustenance Homesteaders,1200 to $2000,few,American born,None,,Remote,few,slowly,----,----,70,30,,5 rooms with acreage,5 & 6 room (see below),,frame,frame,,15,15,,good,fair to good,,98,95,,90,90,,4,2,,3500-$5000 (see below),2000-$3500,,1933,2000-$3500,60,1500-2500,70,,,1937,3500-$500,100,2000-$3000,90,,,4000 - good,$2500 - fair to good,,good,fair,,40,15 to $30,,1933,20,50,10 to $15,55,,,1937,36,90,15 to $25,90,,,35 good,20 good,,good,good,,Limited,Limited,"This is a sustenance homestead area, and is outstanding for its production of Tomatoes. The predominating home has 1 1/2 acres or more and in the platted part, it comprises a minor portion of the area. Each home is built on four or more lots. It will be noted that only a small part of the area is within the city limits. Owing to feasible location and marine and mountain views, the area has distinct possibilities, but under present conditions, it is felt that a 'Medium Yellow' grading is all that is justified. Lot values run from $3.00 to $8.00 per front foot, and acreage at from $200 to $400 per acre. If Tacoma continues to grow and expand, it is thought that this area or parts of it would be suitable for a high class residential subdivision.",University Place,C,9
4861,Hog back sloping east and west from Mason Street.,"Transportation available, trading center and school within walking distance.",Isolation and lack of street improvement.,25,upward slowly,Wage earners and White Collar Workers,1000 to $1800,few,American born,None,,Not likely,Many,Yes Slowly,----,----,95,,,4 & 5 rooms,,,1 story frame,,,15,,,90 fair,,,90,,,50,,,None,,,1500 to $3000,,,1933,1000 to $2000,60,,,,,1937,1500 to $2500,90,,,,,2000 - poor,,,poor,,,10 to $25,,,1933,5 to $15,55,,,,,1937,10 to $20,90,,,,,15 - fair,,,fair,,,Limited,Limited,"This sparsely settled outlying district is graded 'Low Yellow', and although there are no particularly detrimental influences that could not be overcome, the prospects are that the district will never reach a higher grading. The blocks immediately adjacent to area 'B-5' are of somewhat better grading, and there is a possibility that at some future date, that part will become a part of 'B-5' area. Lot values run from $2.00 to $5.00 per front foot.",Tacoma,C,6
4862,Generally level with slight undulation.,"Schools, churches, transportation and trading center conveniently available. Nearness to Allenmoore Golf Course and Bellarmine College.",Lack of improved streets.,45,upward,"Wage earners, Service Employees and white collar workers",1500 to $2400,few,American born,None,,Remote,few,Yes,-----,-----,90,,,5 & 6 room,Miscellaneous,,frame cottage,,,10 years,,,good,,,98,,,65,,,6,,,1800 to $4000,,,1933,1000 to $2500,55,,,,,1937,1500 to $3500,85,,,,,2000 - fair,,,fair,,,15 to $35,,,1933,10 to $20,60,,,,,1937,15 to $30,90,,,,,20 good,,,good,,,Limited,Limited,"This is a grade 'Medium Yellow' area with prospects of future improvement in grading. Lot values run from $5.00 to $10.00 per front foot, the higher values being in the northern part of the area.",Tacoma,C,7
4863,"This area is identical with 'C-5', except as noted in ""Clarifying Remarks"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,There are several Negro families (three known) who own property and live in this area. This constitutes a sufficient hazard to justify a 4th grade rating.,Tacoma,D,3
4864,Generally level with slight undulation.,Same as 'C-7'. See clarifying remarks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The description of this area, except as noted, is the same as 'C-8' C-7. There is, however, a distinct threat of Negroes and native born Italians. It may also be said that the area did not gave as good an outlook as 'C-7'. For reasons indicated, this area is graded 'Low Yellow'. Lot values run from $4.00 to $8.00 per front foot..",Tacoma,C,8
4865,"This area is similar in all respects to Areas 'C-7' and 'C-8' except as noted in ""Clarifying Remarks"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This is recognized as a Negro District, and 30% of the area's population are all that race. In addition to this, the improvements are somewhat more heterogeneous than in 'C-7' and 'C-8', and general maintenance is of somewhat lower grade.",Tacoma,D,4
4866,"Generally level, slightly rolling.","Homogeneous population and development, proximity to College of Puget Sound, Churches, transportation and trading center conveniently available. Well improved streets. n line of city growth.",Lack of protection from apartment houses and other inharmonious residences by either deed or ordinance.,60,Upward,Professional & Bus. Men Clerical workers & artisans,1800 to 3600,few,American born,None,,Remote,None known,Yes,----,----,90,,,5 & 6 rooms,None,None,frame,,,20,,,good,,,98,,,75,,,8,,,3000 to 6500,,,1933,1500 to 4000,55,,,,,1937,2500 - 6000,90,,,,,4500 good,,,good,,,25 - 45,,,1933,20 - 45,75,,,,,1937,25 - 45,100,,,,,good,,,good,,,Ample,Ample,"Owing to splendid transportation facilities and nearness to city center, this is one of the most popular districts in the North End. Some blocks in this area might be designated a 'Low Green', but the area as a whole is graded 'High Blue'. Block values run all the way from $10.00 to $20.oo per front ft.",College District - Tacoma,B,6
4867,General level with slight slope to North East.,Proximity to City Center and high grade residential areas. Presence of all amenities. Homogeneous population.,Proximity to definitely declining areas and presence of many oversized dwellings with poor marketability.,90,slightly upward for the next five years-probably static for the following 10 years.,Professional and Business Men,2400 & upward,few,American born,None,,Remote,None known,slowly,----,----,55,45,,6 & 7 room,8 to room,,2 story frame,old mansion type,,25,30,,good,good,,98,95,,80,80,,3,None,,3000 to 6500,4000 to 7000,,1933,2000 to 3500,65,2000 to 3500,50,,,1937,2500 to 5500,80,2500 to 4500,65,,,3500 good,3500 poor,,good,poor,,30 to 60,30 to 50,,1933,20 to 40,65,20 - 30,60,,,1937,25 to 55,80,25 o 40,80,,,35.00 good,35.00 fair,,good,fair,,Limited,Ample,"This is a 'Low Blue' area, and on account of its location, will continue to be desirable for the next fifteen or twenty years. Most of the old Mansion Type residences are still held by original ownership, are well maintained and lend dignity to the area. There is a slight tendency to turn some of these old houses into high class apartments. Lot values run from $15.00 to $25.00 per front ft.",Tacoma,B,7
4868,Slightly rolling with slope to West in extreme Western part.,"Homogeneous population and development. Transportation, schools, churches, and trading centers conveniently available. Proximity to College of Puget Sound. In path of city growth.",Lack of paved streets. Deed restrictions and zoning ordinances to protect from apartment houses.,40,Upward,Professional and Bus. Men Clerical and artisans,1800 to 3600,few,American born,None,,Remote,None known,Yes,----,----,90,,,5 to 6 rooms,None,None,frame,,,10,,,good,,,98,,,75,,,10,,,3000 to 5500,,,1933,2000 to 3500,60,,,,,1937,2500 to 5000,90,,,,,3500 good,,,good,,,25 to 35,,,1933,2000 to 3500,65,,,,,1937,25 to 35,100,,,,,30.00 good,,,good,,,Ample,Ample,This is a 'Medium Blue' area with a tendency to a higher status owing to recent developments in Area 'A-4' and its convenience to the city center.,Sixth Avenue District - Tacoma,B,5
4869,Generally level - slightly rolling.,"Homogeneous population and development. Schools, churches, and trading center conveniently available. In line of city growth.",Lack of street paving and adequate transportation.,25,upward,"Artisans, better class laboring people and artisans clerical",1200 to 2400,few,American born,1 family,,Remote,Some,Yes,----,----,95,,,4 & 5 room,None,None,frame cottage,,,10,,,good,,,98,,,75,,,8 to 10,,,2000 to 4500,,,1933,1200 to 2700,60,,,,,1937,2000 to 4000,95,,,,,2500 fair,,,Fair,,,20 to 40,,,1933,10 to 25,55,,,,,1937,20 to 35,95,,,,,25.00 good,,,good,,,Ample,Ample,"The Eastern portion of this area is somewhat more developed than the balance and is a slightly higher grade at present, but it is thought that as the other portion develops, this discrepancy will be overcome. Growth of this area, however, will probably be very slow, and as the presence of the Sub Station, Transformer Field, and high tension wires in Area 'D-2', will undoubtedly have a retarding effect. Lot values in Western part are approximately $15.00 per front foot, running down to $7.00 per front ft. in the balance of the area. The grading is 'Low Blue'.",Tacoma,B,4
4870,Level with very slight grade eastward.,"Well improved streets. Homogeneous population. Churches, schools, transportation and trading center conveniently available. Near College of Puget Sound. Mountain view.",,85,upward,Business and Professional Men,3600 average,few,Native American,None,,Remote,None,Slowly,------,------,70,30,----,5 to 6 room,7 and 8 room,None,Frame bungalows,2 story frame,,20,25,,good,good,,98,98,,75,60,,5,1,,"5,000 to 7,000",6000 to 8000,,1933,"3500 to 5,000",70,"3,000 to 4,000",,,,1937,4500 to 6500,90,"3500 to 5,000",,,,5500 good,fair,,Good,Fair,,45 to 60,40 to 50,,1933,25 - 35,60,20 to 25,,,,1937,40 to 50,95,35 to 45,,,,40 good,good,,good,good,,Ample,Ample,"This is a long established and popular section of the city, and while the average home is twenty years old, maintenance has been on a high order. The location of the College of Puget Sound has definitely added to the attractiveness of the area. The area has especially good transportation facilities, and lot values run from $20.00 to $25.00 per front ft. This is a ""Low Green"" area.",Badgerow and Bullet Additions,Ample,2
4871,Level with slight slope to North and East.,"Well improved streets, homogeneous population and restricted construction. Transportation, schools, churches, and trading center conveniently available.",None,80,upward,Professional and Business Men Artisans,2400 to 3000,few,American born,None,,Remote,none known,Yes,----,----,90,10,,5 & 6 room,7 & 8 room,None,Frame bungalows,2 story frames,,15,25,,Good,Fair,,98,98,,75,75,,6,None,,5000 to 8000,2500 to 4000,,1933,3500 to 5000,65,1500 to 2500,,,,1937,4500 to 7500,90,2000 to 3500,,,,6500 good,fair,,Good,fair,,40 to 60,30 to 50,,1933,20 to 40,60,15 to 30,,,,1937,35 to 50,90,25 to 40,,,,45.00 good,good,,good,good,,Ample,Ample,"This is a popular residential section which lies in the path of the city's growth. Proximity to the college of Puget Sound increases its desirability. This is a 'Medium Blue' area, and will probably maintain this grade for many years to come. Front foot values run from $15.00 to $25.00",Tacoma,B,3
4872,"Practically level, with shallow gulch in Northeastern portion.","Transportation, schools, trading centers and recreational areas conveniently available. Homogeneous population and building construction.",Lack of deed and zoning protection from apartment houses. Some of the streets are graveled and not paved.,50,Upward,Professional and clerical men and artisans,1800 to 2400,few,American born,Yes family,,Remote,a few,Yes,****,****,90,,,5 & 6 room,,,frame bungalows,,,12,,,good,,,95,,,70,,,5,,,2500 to 5000,,,1933,1500 to 3500,60,,,,,1937,2000 to 4500,90,,,,,3000 fair,,,fair,,,25-35,,,1933,15 - 20,60,,,,,1937,20 - 30,85,,,,,25.00 good,,,good,,,Ample,Ample,"This is a growing area which is located in the path of city development. It is rated ""Medium Blue"", and will probably never warrant a higher rating. Front foot values run all the way from $8.00 to $17.00 per front ft.",Proctor District,B,2
4873,This area occupies the crests and slopes of a series of headlands which end in steep bluffs rising from the sound.,"Inspiring Marine and Mountain Views, well improved streets, Transportation, grade schools, churches and trading center conveniently available, Recreational areas nearby. Homogeneous population.","Distance from the city center. No effective deed restrictions and zoning ordinances do not protect from apartment houses, although there are none in the area at present.",75,upward,Business & Professional,$3600 average,No.,Native American,No.,,No threat,none,slowly,------,------,70,25,5,5 & 6 room,7 to 9 room,mansion type,Frame Bungalows,1 1/2 to 2 story brick & frame,Masonary,10 to 15 years,10 to 15 years,20 years,Good,Good,Good,98,100,100,70,90,100,8,7,None,5000 to 7000,"8 to 12,000",various,1933,2500 to 4000,55,No market,,?,,1937,"4000 to 6,500",90,"8 to 11,000",,?,,5000 good,"8 to 11,000 fair",?,Fair,Fair,?,45 - 60,60 - 80,?,25 - 30,50,30 - 40,,?,,,,40 - 50,95,50 - 60,,?,,40 good,good,?,Good,Good,?,Ample,Ample,"The Weyerhouser Mansion is located in this area. It was built about 1920 at a cost stated to be around $250,000. It was recently sold for $35,000 and it is said that it can now be bought for less. A magnificent view of Mount Rainier is available from most sites in this area. Building sites can be bought from 15 to $35.00 per front foot. The hatched area to the East is now being promoted, and present indications are that it will develop into the same grade as this area.","Tacoma, Washington",A,1
4874,Hillside sloping toward north and east with some moderately steep grades.,"Schools, churches, recreational and trading center conveniently available. Transportation to city center.",Proximity to railroads and industrial plants.,70,Static,"Commercial Fishermen, Wage earners, artisans",1200 to $2000,20,Greeks and Austrians,None,,Static,Many,Slowly,----,----,100,,,Heterogeneous mixture,,,double and single frame,,,25,,,poor to fair,,,95,,,65,,,None,,,1500 - $3500,,,1933,800 - $2000,55,,,,,1937,1200 - $3000,90,,,,,2000 - poor,,,poor,,,10 - $30,,,1933,5 - $15,50,,,,,1937,10 - $25,85,,,,,good,,,good,,,Limited,Limited,"This is the original town of Tacoma, and contains but few recent improvements. It s a working man's residential section with a liberal sprinkling of Commercial Fishermen. The area occupies the steep sides of Headland Hills and the fairly level valley between them. Lot values run from $10.00 to $15.00 per front ft. The area is graded 'Low Yellow'.",Oldtown District',C,3
4875,"Somewhat undulating, but without any steep grades.","Homogeneous population. Streets well improved. Schools, churches, trading facilities, and transportation conveniently available. Proximity to one of the best residential districts.",Distance from the city center. Lack of deed and zoning protection from apartment houses.,40,upward,Professional and business men and artisans,1800 to 2400,None,American born,No,,Remote,None known,Slowly,----,----,90,,,5 room bungalow,,,frame,,,15,,,fair to good,,,95,,,70,,,5,,,2500 to 4500,,,1933,1800 to 3000,65,,,,,1937,2000 to 4000,85,,,,,3000 - fair,,,fair,,,20 to 35,,,1933,10 to 20,55,,,,,1937,20 to 30,95,,,,,25.00 good,,,Good,,,Limited,Ample,"Some of the homes in this area are quite old. However, maintenance has been of good quality and shows a high pride of ownership. The Section East of Chayenne Street is graded 'High Blue', while Chayenne Street and Westwood is graded 'Low Blue', Lot values on Verde St. and Eastwood average $15.00 per front ft., while values on Chayenne St. and Westwood average $10.00 front ft.",Tacoma,B,1
4876,Undulating but without any steep grades.,"Nearness to Tacoma Smelter, which furnishes steady employment. Schools, churches, places of amusement, recreational center and trading center conveniently available.","Proximity to Smelter, mixed population, lack of improved streets. Distance from Tacoma City Center.",70,Static,Smelter employed,1200 to $2400,50,Mixed European Races,None known,,South European,Some,----,----,Yes,,,,4 to 6 rooms,,,frame,,,25,,,fair,,,98,,,60,,,2,,,1200 to $3500,,,1933,800 to $2500,60,,,,,1937,1000 to $3000,85,,,,,2000 fair,,,fair,,,10 to $30,,,1933,5 to $15,50,,,,,1937,10 to $25,95,,,,,15 good,,,good,,,Limited,Limited,"This area includes  the residential portion of the town of Ruston, a municipality of about 1,000 population, lying just outside the city limits of Tacoma. This is purely a laboring man's town and is inhabited by laborers in the Tacoma Smelter. Lot values run from $5.00 to $12.00 per front ft. This area is graded a 'Low Yellow', and will probably remain so indefinitely.",Ruston,C,1
4877,Undulating without steep grades.,"Nearness to Tacoma Smelter, and Point of Defiance Park. Schools, churches, and trading center conveniently available.",Distance from city center. Lacking improved streets. Mixed population.,30,slowly upward,Smelter Employees,1200 to $2400,30,Slavonic,None,,European Races,few,Yes,----,----,90,,,4 and 5 room,,,Med. frame,,,15 years,,,fair,,,95,,,60,,,6,,,1200 to $3500,,,1933,800 to $1800,50,,,,,1937,1000 to $3000,85,,,,,1500 - fair,,,fair,,,10 to $35,,,1933,5 to $20,50,,,,,1937,1000 to $3000,85,,,,,20 good,,,good,,,Limited,Limited,"This is an outlying working man's district, and, while its present grading is 'Low Yellow', there is a distinct possibility that a part of this area will develop into a higher grade, as there are a number of slightly view locations within the area. Lot values run from $2.00 to $10.00 per front foot.",Tacoma,C,2
4878,"Except as noted in ""Clarifying Remarks"" below, this area is identical in all respects with Area B-2'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Three highly respected Negro families own homes and live in the middle block of this area facing Verde Street. While very much above the average of their race, it is quite generally recognized by Realtors that their presence seriously detracts from the desirability of their immediate neighborhood.",Tacoma,D,1
